unique_carrier,origin,destination,departure_time,month,day_of_month,day_of_week,distance,is_delayed
RQ,QYV,TVQ,1104,3,20,7,453,0
XJ,YTL,UBP,1900,5,25,3,489,0
NB,CNY,OMH,850,6,15,4,787,0
TT,TVQ,RIN,1505,9,6,3,732,1
BN,OJO,RVN,1815,9,23,6,610,0
BN,TQC,RVN,1240,5,25,4,488,0
NB,HBV,ULX,1055,1,10,2,325,1
WT,HSR,QTP,1848,5,31,3,1515,0
HH,PAS,HSR,1008,12,24,6,607,0
MH,MQJ,JNS,1908,3,28,1,404,0
WT,URX,RJB,1536,8,4,5,992,0
TT,RIN,OPA,1552,7,14,5,448,0
RQ,PQM,QTP,2241,6,26,1,368,0
C6,DIE,HTE,924,9,9,6,2576,0
WT,PIH,OMH,1108,9,23,6,2445,0
HH,PIH,JWF,1717,2,15,3,451,1
WT,PDW,YTR,1454,12,31,7,1571,0
RQ,VWP,TVQ,1509,4,10,1,1541,0
RQ,PQM,OMH,951,6,11,7,1929,0
XJ,MQJ,PRI,2149,5,26,5,304,1
TT,QTX,HSR,1129,3,30,3,1745,0
NB,PJT,POI,725,11,1,2,605,0
JG,PQM,UPM,1913,9,2,6,521,0
NB,PTV,ULX,1300,5,31,2,843,0
AG,ORV,YTR,1447,4,16,7,94,0
MH,YTL,OMH,1324,4,8,5,853,0
TT,RIN,OPA,648,4,16,6,448,0
NB,CBT,RVN,1815,10,3,1,457,0
C6,YTR,DIE,201,9,28,4,228,1
WP,MQV,CHP,1920,8,18,4,728,1
NB,QTP,HBV,1410,9,13,3,197,1
HH,PQM,DTM,1516,1,23,7,205,0
RQ,TVQ,OMY,922,9,25,7,692,0
HL,PCB,MGF,655,6,15,3,203,0
WT,QFT,HSR,752,9,1,4,733,0
OZ,RIN,QTN,1411,8,31,3,140,0
NB,PVQ,HOT,845,12,20,2,342,0
WP,ULQ,PJT,1057,3,15,2,2378,0
HH,VWP,QTX,1742,1,9,7,451,0
XJ,YTL,HSR,2145,8,22,2,925,1
OZ,RPO,HSR,1410,6,16,4,299,1
HL,OYT,DIE,1330,5,29,1,1090,0
MH,CHP,MQJ,947,5,29,1,563,0
JG,TCA,TVQ,630,1,27,5,146,0
BN,OPU,CYP,129,6,19,1,386,1
NB,OMH,PRI,1454,12,14,4,718,0
NB,SRW,ULQ,1712,5,13,6,336,0
XJ,JNS,UNO,1609,5,16,2,284,1
IQ,TVQ,YTR,1606,8,19,5,533,0
HH,URX,PQM,1528,8,29,2,630,0
IQ,TVQ,IQQ,2107,5,28,6,581,0
BN,YBR,OPU,1224,6,5,1,503,0
C6,DIE,VUT,2131,9,14,4,1005,1
MH,CHP,JNS,2053,7,27,4,200,1
NB,LHW,MSU,1601,7,25,2,187,0
C6,SHM,DIE,1712,10,13,5,264,0
HL,PFI,MGF,1055,3,11,5,491,1
HH,JWF,PIH,1756,3,3,5,451,0
VK,QTX,LBQ,2014,8,31,4,2556,1
OZ,QFT,CHP,1353,2,15,3,185,0
OZ,HSR,RTA,819,9,10,7,240,0
NB,QTX,ULX,1600,9,9,5,370,0
MH,YTL,QFT,1139,6,14,2,1416,1
BN,OJO,OPU,1454,3,16,3,700,0
JG,TVQ,UYT,815,2,25,5,564,0
XJ,YTL,QYV,2056,4,22,6,374,0
NB,LHW,QTX,1948,7,30,7,1390,0
LT,LBQ,YVH,522,9,5,2,216,0
RQ,OMH,TVQ,1515,4,17,1,403,1
WP,MQV,YTR,1227,8,2,2,321,0
LT,YVH,LBQ,640,3,3,4,216,0
RQ,TVQ,PSZ,2020,10,30,7,445,0
NB,HTE,CWS,1955,12,7,3,325,1
HL,MQV,QFT,1249,4,13,3,544,0
HH,OIS,JWF,535,9,29,4,122,0
HH,YAE,QTX,2015,4,19,3,123,0
WP,MQV,DTX,1234,2,14,1,329,0
WT,CNY,RJB,1701,10,17,2,1491,0
TT,DIE,QTX,1423,6,20,2,2475,0
IQ,TVQ,CHP,706,7,7,5,946,0
NB,ULX,HBV,1430,7,6,3,325,0
OZ,PTB,PDM,1033,7,13,4,417,0
HH,CKB,PQM,1644,1,3,1,347,0
OZ,TQC,HSR,1655,10,30,7,723,0
IQ,UYV,TVQ,532,3,16,3,526,0
OZ,UBP,RIN,1653,5,14,6,604,0
TT,PVX,OYT,1624,5,19,4,1139,0
OZ,RPO,HSR,1840,3,11,5,299,0
IQ,TVQ,VUT,6,1,3,2,406,1
HH,QTX,PTB,935,4,21,5,109,0
HL,MGF,UNO,2306,10,16,7,810,1
XJ,PVQ,YTL,1158,4,21,5,668,0
JG,TVQ,MLH,1445,4,12,3,457,0
HL,MGF,UYV,1343,11,20,7,256,0
BN,OJO,ULX,957,9,6,2,1263,0
BN,JNS,RVN,1248,7,19,2,487,0
HH,PIH,CHY,1632,5,23,2,522,0
TP,HTE,URX,1818,11,15,2,543,0
C6,DIE,TWP,2109,3,17,5,1522,1
OZ,PCT,QTX,1921,6,2,5,89,0
WT,HSR,OMY,1050,5,29,1,403,0
NB,OLV,VUT,1850,7,14,4,1204,1
WP,MQV,JNS,1717,5,18,3,529,0
AG,VWP,QTP,1747,7,31,1,365,0
TT,HSR,CBT,1335,4,20,4,409,1
HH,RJB,CWS,1435,8,18,4,850,0
NB,QTX,CBT,1235,8,17,3,1797,0
TT,HSR,PTB,1237,1,3,1,1723,0
WT,QTP,PIH,604,5,8,1,414,0
WP,ULQ,CHP,1750,10,23,1,280,0
XJ,YTL,YBR,1731,5,3,3,845,0
IQ,QTX,TVQ,715,10,23,1,1946,0
HL,HSR,MGF,750,5,20,5,264,1
NB,CWS,ULX,1145,10,31,1,369,0
LU,HSR,ULX,1719,3,7,1,1440,0
HH,RJB,YMV,1253,4,1,5,419,0
NB,VWQ,ULX,1920,10,25,2,935,0
TT,RIN,PTV,1306,6,28,3,247,1
WP,ULQ,VUT,1447,2,9,3,920,0
RQ,PJT,PQM,552,12,4,1,689,0
MH,JNS,VUT,1448,1,4,3,998,0
HL,RMT,CHP,1906,11,10,4,399,1
XJ,YTL,TOT,852,8,12,6,519,0
VK,ORN,JNS,1716,5,11,3,711,0
HH,TVN,HSR,1310,6,16,5,160,0
XJ,MQV,JNS,1747,9,12,2,529,0
OZ,MQQ,RIN,629,3,17,4,164,0
TT,SRW,RIN,1524,10,18,3,1062,1
HH,PIH,TMG,1953,8,21,1,250,0
JG,TVQ,IQH,1930,12,14,4,273,0
XJ,RTA,YTL,1803,9,27,3,929,0
WP,ULX,OPU,849,4,24,1,1276,0
BN,OPU,JNS,1031,11,3,5,1008,0
TT,PTB,RIN,1451,6,16,4,1171,0
WT,HSR,ULQ,2051,11,14,2,678,1
I9,PVQ,RJB,613,7,9,7,770,0
WP,ULQ,VUT,1826,2,28,2,920,0
TT,RIN,TWP,827,11,5,6,190,0
BN,OPU,ULX,1153,6,10,5,1276,0
NB,QTP,PTB,813,8,12,6,258,0
HH,HSR,MHP,1115,10,23,7,911,0
XJ,YTL,CSH,2110,9,16,6,308,0
RQ,RJB,PQM,1156,10,17,1,391,0
RQ,QFT,RMT,1428,7,26,2,214,0
RQ,LBQ,TVQ,1816,6,7,2,4502,0
NB,CBT,RVN,1155,11,1,2,457,1
BN,OPU,QFT,1840,4,9,6,1020,0
BN,RVN,CWI,1703,2,24,5,240,0
TT,VWQ,RIN,1820,5,9,1,237,0
RQ,TVQ,UCY,2153,1,15,6,545,0
BN,OJO,YBR,1451,5,8,7,381,0
C6,JNS,IQQ,1348,4,8,6,1065,0
OZ,MOY,HSR,1546,6,4,6,135,0
NB,JQU,ULX,910,3,27,7,347,0
MH,JNS,OMH,1000,1,30,7,938,0
HH,PCU,PIH,650,11,29,2,191,0
NB,CBT,CNY,623,6,28,3,588,0
XJ,PVQ,YTL,1444,1,29,6,668,1
WT,RJB,YTR,1523,8,5,6,1452,0
OZ,MSU,RIN,1459,10,2,7,354,0
BN,QFT,OPU,1325,1,10,1,1020,1
NB,PTB,JQU,1010,6,24,5,636,0
WT,POI,HSR,1348,3,13,7,1781,0
NB,ORN,PQM,1905,3,27,1,1258,1
OZ,QYV,HSR,1442,1,31,1,552,0
WT,QTP,QTX,1557,5,7,7,236,0
HL,MLP,MGF,625,9,13,3,497,0
MH,JNS,LBQ,1325,7,12,2,4962,1
OZ,SRW,RMT,826,6,14,3,227,0
WT,RJB,POI,1146,4,24,7,910,0
RQ,OMY,TVQ,811,5,31,2,692,0
WT,QTX,ULQ,1341,10,11,2,2401,0
HL,RVN,DIE,1520,8,28,1,508,0
BN,RVN,YBR,1846,6,28,2,231,0
LU,QTP,OMH,2312,7,3,7,2039,0
TT,HSR,XBT,1526,9,13,3,522,0
JG,UYT,TVQ,1553,6,6,2,564,0
MH,YTL,TWP,2256,12,15,5,140,1
RQ,PQM,RIN,1027,6,7,2,988,0
TT,RIN,PTB,742,5,7,6,1171,0
HH,URX,SRO,1341,1,23,1,116,0
OZ,RIN,PUP,937,4,11,2,113,0
NB,HBV,PDM,615,9,7,3,333,0
OZ,QTX,PCU,1937,2,13,7,155,0
OZ,LHW,RIN,1440,2,26,6,247,0
HL,MGF,YMV,924,6,23,4,699,0
BN,OPH,OPU,1047,7,19,2,1013,0
WT,RJB,ULQ,1832,12,17,7,1557,0
MH,TVQ,JNS,1523,1,30,7,745,1
HH,RJB,ITV,2028,6,22,3,844,0
OZ,CHP,PVQ,854,3,21,2,1046,0
NB,HEM,OMY,1400,5,15,7,313,0
OZ,SRW,RMT,1326,4,5,2,227,0
IQ,OMH,TVQ,1814,10,4,2,403,1
OZ,SRW,JNS,1704,4,17,7,416,1
MH,JNS,ORN,2106,3,20,7,711,1
HH,PQM,OPH,1700,6,27,2,436,0
AG,LBQ,EHT,1523,12,10,7,163,0
TT,RIN,OPU,842,6,25,7,852,0
BN,OPU,CNY,1901,11,25,6,936,0
WT,QTP,HSR,2350,3,14,2,1515,0
NB,CBT,QTP,1557,10,24,2,1588,0
NB,QTP,HTE,829,2,7,2,407,1
TT,IQQ,RIN,1310,9,10,6,1119,0
C6,QTP,DIE,1539,8,31,3,2248,0
TT,HOT,HSR,1627,2,7,2,416,1
NB,QTP,PDM,1510,9,20,2,386,0
LT,LBQ,QYL,1630,5,1,7,102,0
BN,CRQ,OPU,1357,8,4,4,1050,1
NB,ULX,HBV,845,9,1,4,325,0
HL,OYT,MGF,1642,9,25,7,948,0
MH,VUT,YTL,2041,4,21,5,787,0
WT,HSR,QTX,816,8,2,3,1745,0
NB,ULX,CWS,750,11,22,3,369,0
TT,CBT,HSR,1131,12,22,5,409,0
XJ,TCJ,MQJ,1755,5,27,5,339,0
WP,UYV,RMT,2106,3,30,3,205,0
HL,MGF,VAP,1245,3,25,5,226,0
LT,LBQ,HFF,956,11,10,5,100,1
WP,OMH,ULQ,842,3,10,4,861,0
TT,OYT,YTL,1152,10,11,3,964,0
HL,OJO,MGF,1005,10,21,6,403,0
XJ,JNS,PVQ,1844,3,13,7,872,1
TP,CHY,PJT,627,4,19,3,399,0
WP,IQQ,QFT,1752,2,16,3,1076,0
NB,POI,PTB,1455,10,22,6,480,0
IQ,YBR,QTX,806,8,11,5,1814,0
TT,IQQ,QTX,1107,9,30,6,2342,0
XJ,MQJ,RJB,920,2,8,2,1201,0
HH,PCT,PIH,1920,12,10,7,262,0
BN,OPU,OEJ,2223,11,7,2,297,0
OZ,RIN,XBT,1237,2,16,4,281,0
OZ,HSR,VGM,1749,4,6,4,224,0
NB,ULX,PBT,1405,3,12,7,338,0
NB,ULX,PTV,1328,4,8,5,843,0
RQ,QFT,TVQ,1732,12,4,1,761,0
OZ,MQJ,HSR,1025,3,13,7,316,0
OZ,HSR,CWI,2123,6,14,3,473,1
OZ,RIN,TOT,1416,6,21,2,313,1
WP,CBT,ULQ,1315,9,8,5,675,0
TT,VUT,QFT,1926,1,3,2,1011,1
MH,OPA,YTL,1839,3,26,7,305,0
RQ,TVQ,UGR,1939,6,23,4,903,0
NB,RTQ,VWQ,655,4,27,4,237,0
WP,JNS,MQV,810,4,16,6,529,0
OZ,MQV,QFT,1020,1,28,6,544,0
XJ,YTL,MTJ,1925,2,8,3,878,1
HL,QFT,MLP,1005,6,30,4,641,0
HH,RJB,MHP,2115,4,15,6,72,0
AG,MQR,ULX,625,4,1,6,306,0
NB,DTX,HSI,828,6,29,4,543,1
RQ,QTX,IQQ,1138,1,23,1,2342,1
TT,PTV,RIN,1242,4,26,2,247,0
TT,HSR,PVQ,2251,1,20,5,258,1
HH,MQR,QTX,1317,11,9,4,86,1
NB,ORN,PRI,1830,12,28,3,271,0
RQ,OYT,TVQ,1307,3,31,5,595,0
NB,QTX,ULX,1430,11,28,1,370,0
MH,JNS,DTX,914,12,19,1,821,1
MH,YTL,QTX,1913,9,19,1,1379,0
TT,RIN,TWP,1957,1,31,2,190,0
NB,ULX,RVN,1000,1,6,5,1671,0
HL,MGF,LPG,1935,4,2,7,325,0
HH,UPU,QTX,1217,3,1,2,110,0
BN,TQC,RVN,1224,2,23,3,488,0
OZ,QFT,XBT,1335,10,31,1,1147,1
HH,RJB,SIR,1024,10,1,7,829,1
TT,TVQ,RIN,935,1,28,5,732,1
BN,VGM,RVN,1545,12,25,7,207,0
BN,FSS,RVN,1856,7,8,5,120,1
NB,DTX,IQQ,700,6,29,3,318,0
RQ,CLO,TVQ,1724,5,29,7,134,0
JG,MSN,TVQ,1525,7,4,2,363,0
JG,VSY,TVQ,1056,3,31,4,227,0
NB,HTE,QTX,900,1,31,2,337,0
WP,QFT,RMT,1254,9,15,5,214,0
WP,UCY,ULQ,1305,10,23,7,951,1
WT,QTP,HSR,1822,4,6,3,1515,0
RQ,IQQ,MGF,1306,9,20,3,932,0
MH,QTP,JNS,859,5,26,4,2227,0
WP,RIN,ULX,833,2,18,6,868,0
TT,RMT,RIN,1055,7,28,4,1192,0
RQ,TVQ,SRW,2235,2,17,4,356,1
NB,FJF,QTP,717,11,9,4,806,1
IQ,OMH,TVQ,1210,6,5,1,403,0
OZ,UYT,HSR,1800,9,4,7,130,0
RQ,TVQ,QFT,2049,8,27,7,761,0
NB,VWP,QTX,710,5,8,1,451,0
IQ,IBV,TVQ,2011,3,13,7,644,0
HH,RJB,MUS,2033,5,31,3,230,0
HL,TVN,MGF,520,1,4,2,411,0
NB,VUT,UGR,641,11,25,6,1137,0
NB,PTB,ORN,1310,11,7,1,1728,0
HL,MQJ,MGF,1410,2,20,7,221,1
NB,ULX,TCZ,1040,5,21,6,328,0
IQ,ULQ,TVQ,1448,5,31,2,665,1
TT,RIN,OIJ,1955,2,25,6,468,0
BN,OPU,IPR,2109,7,16,7,197,0
BN,RVN,OMY,1713,10,13,4,629,0
WT,HSR,PIH,2010,1,31,2,1846,0
RQ,MGF,QTX,846,6,22,3,1900,0
RQ,MHP,TVQ,814,9,25,1,1185,0
HL,DTX,MGF,1825,9,8,5,614,1
XJ,QML,YTL,1357,10,24,2,127,0
RQ,UCY,TVQ,1614,5,22,7,545,0
NB,TWP,CBT,805,1,5,4,756,0
HL,MGF,VQL,1610,3,17,4,596,0
RQ,PSZ,TVQ,1750,4,8,6,445,0
OZ,ORV,HSR,1231,6,22,4,594,0
AG,TVQ,HSR,1107,7,18,2,606,0
WT,HSR,PIH,1210,1,17,2,1846,0
NB,CNY,YBR,1159,6,27,2,515,0
TT,RIN,SRW,1448,9,22,4,1062,1
OZ,QFT,MQJ,745,9,14,4,418,0
NB,PDM,HBV,1335,4,13,4,333,1
AG,MLP,MQV,1540,8,29,2,168,0
HH,CWS,PIH,1224,4,11,1,326,1
IQ,IQQ,TVQ,532,5,21,6,581,0
C6,OMH,DIE,2209,8,23,3,944,0
WT,RJB,SBH,1743,9,5,1,804,0
AG,MQV,YTR,940,1,17,2,321,0
JG,PVQ,PQM,710,3,4,5,1156,0
TT,RIN,HSR,2104,9,5,2,802,1
XJ,MQJ,RTA,2040,1,8,7,162,0
OZ,HSR,LUB,1229,7,19,3,738,0
RQ,TVQ,GUP,1751,8,24,3,264,1
HL,MGF,MLH,1033,8,6,7,342,0
AG,OPU,MQV,1711,7,10,1,930,1
TT,OYT,QTX,1751,5,1,7,2342,0
NB,QTX,ULX,1530,1,20,4,370,0
OZ,RIN,OTI,1145,12,28,4,309,1
NB,SBH,URX,1640,8,1,1,444,0
NB,OTI,RTQ,1255,10,13,4,319,0
RQ,OMH,DIE,1912,4,20,3,944,0
TT,CBT,QFT,2131,8,3,4,764,1
JG,TVQ,PSZ,1200,6,10,6,445,0
WT,HSR,YTR,1559,1,27,4,589,0
NB,PRI,PVQ,850,8,15,1,254,0
HH,PQM,OPU,1303,5,15,7,991,0
TT,HSR,CHP,1947,2,1,3,867,0
BN,RVN,SHM,1334,6,14,2,296,1
OZ,RVN,HSR,1938,8,24,4,235,1
XJ,YTL,YBR,729,11,21,1,845,0
JG,UGR,TVQ,600,9,10,7,903,0
TT,TVQ,RIN,725,6,3,5,732,1
BN,RVN,YBR,1515,11,10,4,231,0
BN,OPU,QFT,1517,10,3,1,1020,1
BN,RJB,RVN,800,7,25,1,1123,0
IQ,CNY,SHM,1206,5,26,5,277,0
NB,PVQ,LHW,1258,7,4,2,687,0
XJ,MQJ,YBR,2038,6,1,4,261,0
RQ,QTP,TVQ,1251,4,20,4,1747,0
TT,QFT,OMH,831,1,7,5,950,0
XJ,HEM,YTL,821,5,31,3,395,0
WT,HFF,QTX,1229,7,4,1,2486,0
JG,JAN,TVQ,1122,1,27,5,646,0
XJ,FPH,JNS,638,3,27,1,446,0
C6,QTP,DIE,1525,2,27,1,2248,0
WP,CHP,RMT,1042,9,2,5,399,1
BN,OPU,YTL,1420,7,25,2,1034,0
BN,PVQ,OJO,722,4,12,2,256,0
OZ,RIN,TMV,2107,2,19,6,89,1
WP,QTX,QTP,1055,6,25,7,236,0
XJ,SRW,JNS,636,7,30,7,416,0
NB,CBT,OLV,1630,5,1,7,938,0
TP,URX,QTX,1340,9,5,2,834,0
JG,QAL,TVQ,600,8,14,1,389,0
TT,CNY,RIN,700,9,9,5,1217,0
NB,LHW,CLO,1030,5,13,5,570,1
TT,DIE,RIN,1843,3,17,5,1391,1
RQ,RJB,MGF,1649,8,23,2,1069,0
HH,OSA,PIH,1118,2,18,5,77,0
BN,QTP,OPU,914,3,28,2,1300,0
WP,YTL,RMT,712,3,31,4,1208,0
NB,QTX,HTE,825,5,7,7,337,0
RQ,YBR,TVQ,1008,4,28,4,432,0
TT,OYT,JNS,1819,11,27,7,1086,0
NB,CNY,LHW,1238,5,28,7,1246,1
IQ,CNY,OMH,1845,2,13,7,787,0
NB,PDM,ULX,1108,10,25,2,621,0
AG,ULX,TWP,1606,2,5,7,872,1
WT,PJT,YTR,722,12,5,1,2306,0
XJ,CBT,YTL,1727,6,20,2,657,0
RQ,PQM,TVQ,719,3,3,4,1589,0
LU,ULX,URX,1613,8,27,6,1009,0
BN,RMT,YBR,2043,3,2,4,499,0
C6,PDW,DIE,1220,11,26,7,1597,0
OZ,PCT,QTX,1020,12,20,2,89,0
XJ,MQJ,RIN,2040,12,13,2,1021,0
BN,DTX,RVN,831,6,14,3,814,0
NB,POI,QTP,1215,1,1,6,397,0
IQ,SHM,VUT,755,10,26,3,1079,0
HH,PCU,QTX,628,10,10,1,155,1
JG,TVQ,OPU,1353,9,8,4,906,1
WP,OMY,ULQ,620,8,15,1,1038,0
LU,QTX,QTP,2212,9,7,3,236,0
IQ,TVQ,ORN,754,8,29,1,590,0
AG,YTR,MTJ,1231,2,9,4,401,0
NB,ULQ,LHW,1703,6,28,3,1335,0
RQ,TVQ,RTC,1905,11,4,5,366,0
MH,JNS,CHP,1913,3,10,4,200,1
WT,QTX,RJB,834,5,19,4,862,0
TT,HSR,QFT,1729,3,18,5,733,0
HH,URX,SRO,1104,12,19,2,116,0
JG,TVQ,MTE,1407,1,7,5,528,0
WT,PJT,QTX,1119,2,14,2,954,0
TT,JNS,RIN,1402,3,14,1,1372,1
NB,POI,URX,1200,5,5,5,479,0
LT,LBQ,HFF,928,2,19,7,100,0
BN,SPN,OJO,1239,11,17,4,763,0
HL,MGF,UCY,933,12,6,3,892,0
WP,PIH,UYV,1301,8,26,5,2254,0
WT,RJB,OPU,851,9,26,1,680,0
IQ,CNY,TVQ,628,10,13,5,576,0
IQ,RTA,CNY,1746,12,4,7,406,0
WP,ULX,HTE,702,6,29,4,646,0
NB,CNY,OMH,1405,11,20,7,787,0
TT,QTX,HSR,837,2,15,2,1745,0
HH,URX,PJT,1848,12,4,1,129,0
HL,PFI,MGF,1710,5,17,2,491,0
HH,PQM,FVI,1014,2,3,5,463,0
XJ,JNS,CRQ,2038,2,6,7,116,0
OZ,RPO,HSR,1046,3,23,3,299,1
RQ,TVQ,GUP,2103,7,14,4,264,0
WT,RJB,HSR,1349,12,23,6,888,1
RQ,RIN,TVQ,1301,10,8,6,732,0
JG,TVQ,ORV,2000,1,8,7,619,1
XJ,JNS,VWQ,846,4,19,3,1215,0
HL,VHQ,MGF,602,2,17,4,181,0
OZ,YMV,HSR,1822,4,10,1,588,1
MH,OMH,YTL,1509,6,21,3,853,0
BN,RVN,QTX,1221,10,13,5,1979,0
NB,QTX,PDM,750,9,9,5,308,0
HL,JSY,MGF,1208,3,27,1,316,0
TT,HSR,OMY,1448,6,18,6,403,0
OZ,HSR,INT,2157,10,26,4,157,1
TT,QTX,PVQ,1611,2,15,2,1593,0
TT,RIN,OYT,631,5,1,1,1121,0
HL,RTA,MGF,1431,5,29,7,64,0
JG,ULI,TVQ,745,8,3,3,508,0
NB,ULQ,ULX,1141,8,18,5,2075,0
TT,PQM,RIN,1649,7,24,1,988,0
RQ,UCY,TVQ,1611,11,9,4,545,0
NB,JQU,RTQ,1710,10,22,6,562,0
WT,FJF,RJB,557,5,15,7,836,0
NB,UYV,ULQ,1305,9,6,2,267,0
WP,DTX,MQV,528,3,2,3,329,0
TP,PIH,UPU,718,5,25,3,421,0
HL,CBT,MGF,1735,6,19,1,230,0
WP,ULQ,UGR,910,8,30,2,238,0
OZ,RIN,QYV,1955,11,30,4,304,0
MH,YTL,JQU,950,10,26,4,667,0
NB,RTQ,VWQ,2122,7,14,5,237,0
XJ,CNY,MQJ,645,2,25,6,314,0
BN,RVN,OMH,944,12,24,6,957,0
WP,ULX,RIN,2144,12,8,5,868,1
HH,QTX,PIH,2214,12,22,4,337,0
TT,CNY,PDW,653,1,24,2,1565,0
WT,PIH,PTB,1030,3,6,7,447,0
HH,QTX,PTB,630,10,28,6,109,0
TP,POI,PJT,2025,8,25,4,605,1
TT,RIN,CHP,1819,10,3,2,1562,0
IQ,RJB,TVQ,1521,5,1,7,1199,0
HL,DTB,MGF,650,8,16,3,555,0
RQ,RTC,TVQ,1104,6,17,5,366,0
RQ,CHP,VUT,731,5,27,6,1185,0
HH,HSR,HOT,1559,12,26,1,416,0
HL,SPN,MGF,1140,1,21,6,879,0
MH,YTL,TCZ,1150,3,8,3,744,0
NB,OMH,LHW,1125,9,1,5,848,0
WP,MQV,HSI,1921,10,30,7,290,0
XJ,JNS,CVG,1846,8,23,3,266,0
IQ,TVQ,ULQ,2301,8,18,5,665,0
WT,HSR,MOL,1330,10,26,3,296,1
RQ,TVQ,OPA,1647,2,20,1,425,0
HL,QFT,VAP,2049,8,9,3,647,0
MH,JNS,RVN,844,6,7,2,487,0
LU,TVQ,ULX,1917,2,25,5,1587,0
HH,PQM,FVI,1025,11,21,2,463,0
I9,PVQ,RJB,611,7,10,1,770,0
IQ,CNY,OMH,843,8,14,1,787,0
JG,MPF,TVQ,1317,9,2,6,83,0
WT,PIH,ULX,609,9,23,5,651,0
WP,UYV,HSR,901,1,8,6,412,0
BN,RVN,TVQ,1344,12,11,1,594,1
AG,ITV,ULX,1225,8,11,5,493,0
MH,HSR,YTL,950,8,24,3,925,0
WP,ULQ,OYT,951,1,29,7,1013,0
OZ,HSR,QYV,1245,4,28,4,552,0
C6,CWS,DIE,2100,12,19,2,2465,0
IQ,LUB,TVQ,1523,8,6,7,780,0
LU,ULX,PBT,1900,3,25,5,338,0
NB,CWS,QTP,1248,1,5,4,223,1
NB,LHW,OPA,708,6,1,4,303,0
WP,QFT,IQQ,1602,5,27,5,1076,1
HH,PIH,PCT,1517,9,17,7,262,0
TT,DIE,PDW,1621,7,6,4,1597,0
NB,QTP,PBT,632,12,7,4,226,0
OZ,PTB,PDM,1025,3,3,5,417,0
IQ,IQQ,TVQ,1550,11,10,5,581,0
AG,YTR,RTC,949,9,27,3,703,1
OZ,QYV,RIN,1241,3,22,3,304,0
XJ,OMY,YTL,1418,9,28,3,643,0
TT,TCZ,RIN,1801,7,15,6,569,1
HL,MGF,PSZ,1510,11,15,3,812,0
HH,PQM,RJB,823,7,15,6,391,0
RQ,PTB,TVQ,639,3,23,3,1891,0
OZ,HSR,YMV,1714,5,30,1,588,1
WT,QTX,PIH,1041,1,29,7,337,1
RQ,PQM,JNS,1707,9,1,4,1968,1
NB,ORN,PVQ,840,9,18,7,251,1
AG,MQV,MOL,1255,6,6,2,346,0
NB,CLO,OMH,1225,3,23,3,478,0
TT,TWP,RIN,756,5,17,2,190,0
NB,PTV,RTQ,1044,8,2,3,248,0
NB,TWP,ULX,1926,9,20,3,872,0
HL,MGF,FPH,2107,6,6,1,330,0
LT,HFF,LBQ,1747,6,16,4,100,0
JG,TVQ,CWI,1202,1,6,4,712,0
WP,MQV,RMT,937,8,15,2,331,1
NB,HBV,HTE,2110,1,3,1,361,0
TT,PDW,HSR,2015,2,5,7,2072,0
IQ,IBV,TVQ,528,7,12,2,644,0
MH,OPA,YTL,1840,6,15,3,305,1
WP,RMT,ULX,1038,5,17,3,1979,0
TT,HSR,QFT,1741,9,10,7,733,0
OZ,ORV,HSR,610,11,24,5,594,0
TT,PVQ,RIN,557,6,12,7,551,0
NB,ULQ,VUT,1357,12,28,4,920,0
HH,POI,QTX,2057,2,26,7,373,0
BN,OMH,OPU,1032,3,14,1,1310,0
BN,MOL,OPU,724,10,26,3,627,1
NB,VUT,TWP,725,12,4,7,928,0
WT,ULQ,PIH,1824,3,23,3,2521,0
AG,YMV,ULX,553,7,25,2,870,0
HH,PQM,PFI,1026,7,10,7,1027,0
RQ,OMH,QTX,716,8,14,1,2217,0
WT,QTP,YTR,2324,2,3,4,2066,0
BN,OPU,OJO,725,11,15,3,700,0
AG,RJB,TPJ,1223,12,26,2,125,1
C6,DIE,PDW,2059,7,9,7,1597,0
NB,SBH,PDM,1340,7,22,5,188,1
OZ,QFT,RMT,652,4,18,2,214,0
TP,DBW,PYV,2213,11,1,2,95,1
HL,MGF,MHP,1255,7,2,7,1078,0
TT,IQQ,RIN,1823,7,20,3,1119,0
OZ,LPG,RIN,1055,6,4,7,603,0
TP,CWS,PJT,1706,2,9,3,937,0
OZ,HSR,OPB,1837,8,30,3,109,1
XJ,YMV,YTL,1627,12,2,5,542,0
BN,OMY,OJO,1106,6,8,4,392,0
TT,PVQ,PJT,1935,2,5,6,1710,0
WT,QTP,QTX,1436,3,8,3,236,1
TT,HSR,ULX,711,10,16,1,1440,0
JG,TVQ,MSU,1630,3,12,6,876,0
HL,MGF,OQY,950,4,17,7,350,0
TT,PBT,HSR,644,10,12,4,1726,0
C6,YTR,QFC,852,6,1,4,2277,0
HH,PIH,PBT,1000,9,6,2,372,0
IQ,CHP,TVQ,1906,12,28,4,946,0
OZ,PIH,PBT,1917,11,21,2,372,1
MH,JNS,URX,1802,10,5,4,2433,0
NB,CNY,CRQ,1100,4,6,4,283,0
C6,DIE,OMH,1648,2,5,7,944,0
JG,TVQ,CWI,853,3,6,1,712,0
WP,DTX,ULQ,806,5,1,1,742,1
NB,QTP,ULQ,824,11,10,5,2176,0
OZ,RIN,RPO,2015,8,17,3,624,0
NB,OMH,QTP,1642,12,16,6,2039,0
BN,OPU,PVQ,1907,4,2,6,449,0
